TIMESTAMP,T_HMP,T_109,RH,WS_MAX,WS_AVG,WDIR,WS_MAX_2,WS_AVG_2,WDIR_2,SW_IN_AVG,SW_OUT_AVG,LW_IN_AVG,LW_OUT_AVG,PRESS,height,oxypercent
2020-05-25 12:00:00,-13.27,-13.18,63.677,6.864,0.981,344.6,0.0,0.0,0.0,328.03,70.031,169.675,283.415,380.54,7945,
2020-05-26 12:00:00,-16.29,-16.06,100.0,0.566,0.174,339.5,0.0,0.0,0.0,187.279,45.017,236.008,290.256,379.14,7945,
2020-05-27 12:00:00,-20.3,-18.87,100.0,4.065,0.202,343.7,0.0,0.0,0.0,330.246,125.004,191.899,275.183,378.01,7945,
2020-05-28 12:00:00,-18.65,-17.72,97.063,0.633,0.166,343.9,0.0,0.0,0.0,456.135,224.128,171.363,274.95,377.74,7945,
2020-05-29 12:00:00,-17.84,-17.75,97.282,1.999,0.21,347.5,0.0,0.0,0.0,477.132,183.036,186.893,284.717,378.45,7945,
2020-05-30 12:00:00,-16.96,-16.28,98.728,3.721,0.198,347.4,0.0,0.0,0.0,395.097,140.255,153.075,287.259,380.46,7945,
2020-05-31 12:00:00,-16.44,-15.91,99.472,0.889,0.222,344.3,0.0,0.0,0.0,393.897,126.504,222.032,282.307,380.82,7945,
2020-06-01 12:00:00,-15.83,-15.62,94.351,8.11,0.69,341.2,0.0,0.0,0.0,456.641,107.789,225.609,290.281,379.87,7945,
2020-06-02 12:00:00,-17.92,-17.78,91.585,8.44,0.991,352.1,0.0,0.0,0.0,478.702,100.623,208.635,271.143,379.46,7945,
2020-06-03 12:00:00,-16.61,-16.52,99.774,9.39,1.022,346.7,0.0,0.0,0.0,244.742,51.451,240.601,263.06,379.66,7945,
2020-06-04 12:00:00,-15.07,-15.0,100.0,6.497,0.494,332.1,0.0,0.0,0.0,83.987,28.05,251.16,255.447,380.4,7945,
2020-06-05 12:00:00,-14.32,-14.22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,90.382,31.056,253.4,263.437,380.82,7945,
2020-06-06 12:00:00,-17.33,-16.04,100.0,0.0,0.0,0.0,0.0,0.0,0.0,151.76,79.941,153.276,273.102,379.97,7945,
2020-06-07 12:00:00,-16.3,-15.18,99.793,0.0,0.0,0.0,0.0,0.0,0.0,192.746,79.314,145.679,279.511,380.17,7945,
2020-06-08 12:00:00,-12.59,-10.64,98.52,0.0,0.0,0.0,0.0,0.0,0.0,337.219,80.596,154.357,331.263,-999.0,7945,
2020-06-09 12:00:00,-10.12,-10.36,66.555,0.555,0.086,356.3,0.0,0.0,0.0,407.135,80.127,147.57,350.133,-999.0,7945,
2020-06-10 12:00:00,-11.14,-11.06,56.219,1.277,0.232,344.2,0.0,0.0,0.0,266.01,49.674,167.2,315.961,383.23,7945,
2020-06-11 12:00:00,-10.17,-9.75,17.098,0.833,0.247,344.8,0.0,0.0,0.0,408.771,74.07,146.601,327.602,383.17,7945,
2020-06-12 12:00:00,-8.83,-8.31,29.384,0.611,0.1,352.7,0.0,0.0,0.0,398.837,73.856,156.017,354.293,-999.0,7945,
2020-06-13 12:00:00,-8.71,-8.04,80.727,0.333,0.005,5.385,0.0,0.0,0.0,343.615,69.525,207.627,361.045,-999.0,7945,
2020-06-14 12:00:00,-7.427,-6.881,68.273,0.389,0.001,170.1,0.0,0.0,0.0,391.757,74.287,184.671,376.535,-999.0,7945,
2020-06-15 12:00:00,-11.25,-11.11,99.831,0.0,0.0,0.0,0.0,0.0,0.0,192.85,35.059,260.459,295.717,383.15,7945,
2020-06-16 12:00:00,-9.83,-8.8,99.363,0.0,0.0,0.0,0.0,0.0,0.0,284.022,81.186,254.864,314.863,382.86,7945,
2020-06-17 12:00:00,-8.54,-7.765,74.983,0.167,0.0,268.7,0.0,0.0,0.0,407.957,81.874,153.827,365.867,383.32,7945,
2020-06-18 12:00:00,-8.45,-7.709,98.181,0.111,0.0,331.8,0.0,0.0,0.0,404.766,93.592,274.99,316.339,383.55,7945,
2020-06-19 12:00:00,-9.93,-9.76,99.576,2.888,0.179,32.41,0.0,0.0,0.0,305.402,53.156,265.698,321.056,383.97,7945,
2020-06-20 12:00:00,-12.46,-11.44,99.519,2.721,0.135,356.6,0.0,0.0,0.0,441.744,111.05,182.376,313.077,383.74,7945,
2020-06-21 12:00:00,-10.23,-9.56,88.579,1.888,0.144,348.4,0.0,0.0,0.0,365.333,87.31,194.634,330.115,383.14,7945,
2020-06-22 12:00:00,-7.938,-7.38,74.988,0.666,0.162,346.6,0.0,0.0,0.0,393.545,95.059,168.682,333.61,384.05,7945,
2020-06-23 12:00:00,-8.81,-8.34,93.087,0.222,0.0,335.1,0.0,0.0,0.0,493.599,93.472,243.882,370.716,385.4,7945,
2020-06-24 12:00:00,-10.98,-10.57,96.983,0.611,0.242,353.7,0.0,0.0,0.0,202.203,73.082,192.327,327.467,384.95,7945,
2020-06-25 12:00:00,-9.84,-9.41,99.593,0.555,0.095,342.2,0.0,0.0,0.0,315.897,62.054,234.661,337.951,383.38,7945,
2020-06-26 12:00:00,-8.24,-7.888,54.475,0.722,0.168,351.0,0.0,0.0,0.0,396.695,81.455,170.828,349.912,382.86,7945,
2020-06-27 12:00:00,-9.04,-8.26,54.726,0.5,0.004,351.2,0.0,0.0,0.0,401.315,80.327,154.851,366.32,383.05,7945,
2020-06-28 12:00:00,-9.34,-8.83,99.411,0.0,0.0,0.0,0.0,0.0,0.0,273.159,66.304,263.262,311.318,383.24,7945,
2020-06-29 12:00:00,-9.22,-8.55,97.096,0.0,0.0,0.0,0.0,0.0,0.0,207.866,89.173,198.973,353.826,383.95,7945,
2020-06-30 12:00:00,-7.678,-7.289,68.113,0.611,0.104,355.3,0.0,0.0,0.0,407.939,87.537,169.55,357.476,384.74,7945,
2020-07-01 12:00:00,-9.4,-8.94,74.571,0.5,0.082,355.5,0.0,0.0,0.0,432.134,86.924,172.457,356.853,384.42,7945,
2020-07-02 12:00:00,-8.51,-7.85,83.163,0.167,0.001,359.6,0.0,0.0,0.0,297.277,58.282,207.212,378.41,384.06,7945,
2020-07-03 12:00:00,-8.24,-7.866,88.206,0.333,0.002,2.44,0.0,0.0,0.0,338.157,57.04,254.599,389.525,384.28,7945,
2020-07-04 12:00:00,-10.7,-10.34,95.922,0.666,0.15,329.1,0.0,0.0,0.0,242.053,78.539,191.019,318.374,383.02,7945,
2020-07-05 12:00:00,-7.755,-8.07,68.576,0.944,0.213,344.0,0.0,0.0,0.0,411.349,85.856,179.427,342.878,382.99,7945,
2020-07-06 12:00:00,-7.726,-7.409,64.682,0.611,0.101,354.8,0.0,0.0,0.0,473.492,89.487,192.511,362.05,384.05,7945,
2020-07-07 12:00:00,-7.678,-7.183,76.732,0.611,0.098,359.8,0.0,0.0,0.0,440.214,94.856,176.047,359.441,385.91,7945,
2020-07-08 12:00:00,-9.8,-8.7,75.926,0.0,0.0,0.0,0.0,0.0,0.0,318.117,64.076,184.202,353.07,385.88,7945,
2020-07-09 12:00:00,-8.32,-7.728,97.074,0.222,0.001,1.923,0.0,0.0,0.0,238.649,49.475,217.029,353.187,383.84,7945,
2020-07-10 12:00:00,-9.98,-9.54,100.0,0.666,0.114,333.4,0.0,0.0,0.0,174.354,29.47,267.736,305.946,382.39,7945,
2020-07-11 12:00:00,-7.795,-6.1,95.584,0.0,0.0,0.0,0.0,0.0,0.0,430.548,76.494,267.07,348.92,382.79,7945,
2020-07-12 12:00:00,-6.91,-6.442,75.463,0.5,0.052,8.42,0.0,0.0,0.0,489.55,96.615,206.505,383.543,383.33,7945,
2020-07-13 12:00:00,-7.916,-7.253,95.161,0.111,0.0,4.002,0.0,0.0,0.0,403.733,80.586,267.03,380.974,384.11,7945,
2020-07-14 12:00:00,-7.933,-6.691,97.989,0.0,0.0,0.0,0.0,0.0,0.0,380.692,84.9,234.898,357.465,385.05,7945,
2020-07-15 12:00:00,-8.87,-7.647,97.403,0.0,0.0,0.0,0.0,0.0,0.0,444.902,83.931,209.689,367.42,384.94,7945,
2020-07-16 12:00:00,-8.85,-8.13,99.785,0.0,0.0,0.0,0.0,0.0,0.0,464.386,69.467,255.905,337.833,384.68,7945,
2020-07-17 12:00:00,-9.99,-9.38,99.306,0.0,0.0,0.0,0.0,0.0,0.0,150.746,116.525,263.575,279.111,385.26,7945,
2020-07-18 12:00:00,-9.29,-9.03,99.908,0.0,0.0,0.0,0.0,0.0,0.0,167.827,36.088,246.238,308.883,385.35,7945,
2020-07-19 12:00:00,-8.26,-6.677,98.751,0.111,0.0,239.1,0.0,0.0,0.0,447.535,164.267,259.958,340.563,383.66,7945,
2020-07-20 12:00:00,-10.38,-9.93,99.708,0.0,0.0,0.0,0.0,0.0,0.0,314.75,256.926,278.261,278.537,382.4,7945,
2020-07-21 12:00:00,-9.13,-6.885,98.649,0.0,0.0,0.0,0.0,0.0,0.0,210.103,250.95,217.524,292.133,383.68,7945,
2020-07-22 12:00:00,-9.04,-6.571,97.573,0.278,0.003,310.6,0.0,0.0,0.0,456.672,292.621,205.049,306.976,383.5,7945,
2020-07-23 12:00:00,-11.96,-10.64,97.757,1.222,0.138,24.72,0.0,0.0,0.0,462.057,301.065,192.423,284.807,384.22,7945,
2020-07-24 12:00:00,-11.93,-9.09,98.064,0.611,0.025,359.3,0.0,0.0,0.0,465.09,369.071,184.41,276.037,385.68,7945,
2020-07-25 12:00:00,-11.31,-9.86,99.222,0.167,0.0,337.9,0.0,0.0,0.0,194.333,162.644,228.074,271.622,386.59,7945,
2020-07-26 12:00:00,-10.86,-9.56,99.649,0.0,0.0,0.0,0.0,0.0,0.0,97.424,90.161,277.212,255.025,386.04,7945,
2020-07-27 12:00:00,-8.65,-8.04,97.293,0.611,0.048,360.0,0.0,0.0,0.0,537.894,439.627,309.324,296.407,385.06,7945,
2020-07-28 12:00:00,-9.89,-8.68,98.1,0.611,0.073,348.2,0.0,0.0,0.0,337.109,290.677,247.118,284.201,384.91,7945,
2020-07-29 12:00:00,-9.88,-8.91,98.862,0.555,0.033,353.8,0.0,0.0,0.0,210.377,173.288,255.832,276.882,384.74,7945,
2020-07-30 12:00:00,-7.657,-5.039,97.391,0.278,0.005,2.685,0.0,0.0,0.0,190.098,256.145,296.24,281.035,384.78,7945,
2020-07-31 12:00:00,-9.51,-9.15,99.475,0.0,0.0,0.0,0.0,0.0,0.0,92.128,86.946,279.454,275.719,384.77,7945,
2020-08-01 12:00:00,-10.31,-8.55,96.421,0.0,0.0,0.0,0.0,0.0,0.0,218.928,202.4,216.767,272.626,385.23,7945,
2020-08-02 12:00:00,-10.52,-9.88,98.964,0.0,0.0,0.0,0.0,0.0,0.0,143.956,127.603,198.376,254.953,384.42,7945,
2020-08-03 12:00:00,-9.27,-9.04,98.681,0.333,0.007,2.201,0.0,0.0,0.0,207.482,183.405,287.424,284.351,382.95,7945,
2020-08-04 12:00:00,-11.66,-10.88,41.34,0.666,0.043,3.059,0.0,0.0,0.0,398.357,366.59,157.243,253.133,382.73,7945,
2020-08-05 12:00:00,-12.12,-11.77,97.469,0.611,0.069,357.6,0.0,0.0,0.0,338.756,304.042,211.828,267.027,384.14,7945,
2020-08-06 12:00:00,-12.33,-11.77,83.626,0.611,0.112,0.614,0.0,0.0,0.0,390.655,359.35,165.662,260.794,385.42,7945,
2020-08-07 12:00:00,-10.43,-10.01,59.035,0.278,0.002,8.81,0.0,0.0,0.0,377.763,346.941,165.907,260.984,385.87,7945,
2020-08-08 12:00:00,-9.48,-8.43,99.554,0.0,0.0,0.0,0.0,0.0,0.0,194.059,161.76,290.083,278.996,385.12,7945,
2020-08-09 12:00:00,-9.74,-8.92,99.27,0.0,0.0,0.0,0.0,0.0,0.0,140.117,118.483,283.217,279.73,384.69,7945,
2020-08-10 12:00:00,-8.58,-6.52,96.897,0.0,0.0,0.0,0.0,0.0,0.0,259.293,242.155,253.218,279.295,384.58,7945,
2020-08-11 12:00:00,-8.94,-8.79,98.019,0.444,0.021,354.6,0.0,0.0,0.0,77.158,60.874,283.501,276.93,384.59,7945,
2020-08-12 12:00:00,-6.971,-7.549,96.074,0.278,0.015,352.4,0.0,0.0,0.0,198.146,190.997,288.227,285.259,385.04,7945,
2020-08-13 12:00:00,-8.64,-7.792,90.964,0.611,0.053,353.9,0.0,0.0,0.0,170.192,274.923,185.399,274.054,384.27,7945,
2020-08-14 12:00:00,-8.97,-6.235,93.787,0.0,0.0,0.0,0.0,0.0,0.0,202.26,206.775,235.312,273.786,383.84,7945,
2020-08-15 12:00:00,-11.18,-9.45,98.752,0.139,0.0,350.9,0.0,0.0,0.0,128.391,112.727,232.453,265.181,383.8,7945,
2020-08-16 12:00:00,-10.44,-10.67,99.659,0.611,0.051,357.2,0.0,0.0,0.0,101.304,86.36,263.383,270.897,384.16,7945,
2020-08-17 12:00:00,-14.73,-14.26,93.008,0.333,0.005,6.773,0.0,0.0,0.0,385.209,344.482,139.532,249.363,384.18,7945,
2020-08-18 12:00:00,-14.9,-14.16,90.165,0.555,0.052,350.2,0.0,0.0,0.0,502.159,434.005,208.676,262.08,383.48,7945,
2020-08-19 12:00:00,-14.11,-13.35,70.166,0.611,0.015,6.973,0.0,0.0,0.0,313.459,325.676,143.474,248.336,383.15,7945,
2020-08-20 12:00:00,-12.84,-11.88,97.529,0.0,0.0,0.0,0.0,0.0,0.0,269.345,311.51,194.335,261.901,383.86,7945,
2020-08-21 12:00:00,-12.66,-9.74,96.094,0.0,0.0,0.0,0.0,0.0,0.0,222.375,267.046,202.786,255.152,384.51,7945,
2020-08-22 12:00:00,-11.74,-7.633,97.194,0.0,0.0,0.0,0.0,0.0,0.0,227.516,303.804,189.867,255.938,384.25,7945,
2020-08-23 12:00:00,-11.22,-9.35,97.115,0.0,0.0,0.0,0.0,0.0,0.0,189.213,170.919,277.752,271.406,384.26,7945,
2020-08-24 12:00:00,-12.26,-11.44,98.631,0.0,0.0,0.0,0.0,0.0,0.0,138.507,131.873,221.376,253.781,384.85,7945,
2020-08-25 12:00:00,-10.98,-10.04,97.43,0.0,0.0,0.0,0.0,0.0,0.0,127.057,109.676,280.198,271.047,385.65,7945,
2020-08-26 12:00:00,-13.13,-12.25,99.427,0.111,0.001,7.251,0.0,0.0,0.0,226.469,335.252,187.327,260.063,385.45,7945,
2020-08-27 12:00:00,-12.59,-9.74,81.211,0.278,0.002,0.833,0.0,0.0,0.0,159.887,289.174,173.313,249.219,0.0,7945,
2020-08-28 12:00:00,-11.85,-10.78,88.195,0.0,0.0,0.0,0.0,0.0,0.0,149.909,302.804,163.529,258.739,0.0,7945,
2020-08-29 12:00:00,-13.19,-11.84,68.101,5.276,0.052,355.4,0.0,0.0,0.0,131.211,292.895,152.823,250.726,0.0,7945,
2020-08-30 12:00:00,-12.78,-10.58,98.718,0.278,0.001,0.052,0.0,0.0,0.0,270.664,299.279,219.808,270.051,0.0,7945,
2020-08-31 12:00:00,-12.21,-12.03,100.0,3.276,0.066,9.32,0.0,0.0,0.0,31.924,28.79,262.5,264.51,0.0,7945,
2020-09-01 12:00:00,-14.18,-13.24,96.965,0.666,0.043,4.72,0.0,0.0,0.0,202.721,191.612,237.537,259.909,0.0,7945,
2020-09-02 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-03 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-04 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-05 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-06 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-07 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-08 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-09 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-10 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-11 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-12 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-13 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-14 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-15 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-16 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-17 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-18 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-19 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-20 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-21 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-22 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-23 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-24 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-25 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-26 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-27 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-28 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-29 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-09-30 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-10-01 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-10-02 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-10-03 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-10-04 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-10-05 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-10-06 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-10-07 12:00:00,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7945,
2020-10-08 12:00:00,-13.04,-12.75,16.206,0.5,0.024,351.7,0.0,0.0,0.0,16.229,85.979,132.802,232.288,-999.0,7945,
2020-10-09 12:00:00,-14.21,-13.76,15.415,0.278,0.002,359.8,0.0,0.0,0.0,12.939,91.807,131.032,230.521,-999.0,7945,
2020-10-10 12:00:00,-14.73,-14.7,15.931,0.167,0.025,356.6,0.0,0.0,0.0,-5.674,0.452,115.809,201.242,-999.0,7945,
2020-10-11 12:00:00,-14.23,-13.88,22.244,0.555,0.055,352.8,0.0,0.0,0.0,21.119,84.849,131.728,230.439,-999.0,7945,
2020-10-12 12:00:00,-15.29,-15.08,29.169,0.833,0.171,350.3,0.0,0.0,0.0,37.197,82.82,131.167,230.511,-999.0,7945,
2020-10-13 12:00:00,-15.99,-15.28,33.969,0.555,0.001,86.8,0.0,0.0,0.0,46.586,77.944,126.688,226.481,-999.0,7945,
2020-10-14 12:00:00,-15.35,-15.11,31.795,0.666,0.108,0.919,0.0,0.0,0.0,49.488,72.985,135.441,230.556,-999.0,7945,
2020-10-15 12:00:00,-14.15,-14.01,48.709,1.0,0.188,349.5,0.0,0.0,0.0,49.093,72.035,144.004,238.03,-999.0,7945,
2020-10-16 12:00:00,-15.11,-14.94,53.072,1.277,0.176,349.4,0.0,0.0,0.0,46.295,68.867,144.277,236.285,-999.0,7945,
2020-10-17 12:00:00,-15.91,-15.68,45.735,5.775,0.141,338.8,0.0,0.0,0.0,43.913,66.732,138.039,232.379,-999.0,7945,
2020-10-18 12:00:00,-15.14,-14.97,28.399,0.777,0.134,344.8,0.0,0.0,0.0,41.86,64.715,126.051,230.11,-999.0,7945,
2020-10-19 12:00:00,-19.43,-19.37,69.024,7.275,0.504,330.4,0.0,0.0,0.0,49.916,66.764,136.9,226.735,-999.0,7945,
2020-10-20 12:00:00,-19.79,-19.75,19.574,6.109,0.527,297.0,0.0,0.0,0.0,44.253,40.904,108.08,221.633,-999.0,7945,
2020-10-21 12:00:00,-20.43,-20.37,76.535,7.997,0.984,317.8,0.0,0.0,0.0,46.103,34.608,130.367,227.321,-999.0,7945,
2020-10-22 12:00:00,-19.91,-19.86,33.474,11.88,0.799,2.58,0.0,0.0,0.0,44.955,26.308,118.749,224.484,-999.0,7945,
2020-10-23 12:00:00,-17.39,-17.34,12.931,6.053,0.378,313.5,0.0,0.0,0.0,40.903,19.872,106.105,228.715,-999.0,7945,
2020-10-24 12:00:00,-19.19,-19.13,14.47,8.27,0.638,351.2,0.0,0.0,0.0,39.856,17.556,109.975,226.52,-999.0,7945,
2020-10-25 12:00:00,-21.37,-21.33,19.762,12.44,0.971,251.1,0.0,0.0,0.0,38.84,15.007,116.915,220.285,-999.0,7945,
2020-10-26 12:00:00,-23.3,-23.24,17.366,9.44,0.594,257.2,0.0,0.0,0.0,36.328,13.72,98.508,212.375,376.94,7945,
2020-10-27 12:00:00,-22.73,-22.65,15.173,4.443,0.441,309.6,0.0,0.0,0.0,33.019,12.596,98.718,215.24,377.73,7945,
2020-10-28 12:00:00,-19.1,-18.96,12.117,2.943,0.181,353.2,0.0,0.0,0.0,29.387,11.639,106.391,229.795,-999.0,7945,
2020-10-29 12:00:00,-20.42,-20.33,33.06,6.664,0.805,355.2,0.0,0.0,0.0,28.671,10.599,119.275,226.827,-999.0,7945,
2020-10-30 12:00:00,-20.38,-20.29,16.862,6.164,0.387,316.7,0.0,0.0,0.0,26.284,9.971,113.25,225.738,-999.0,7945,
2020-10-31 12:00:00,-19.84,-19.72,71.206,6.886,0.865,348.6,0.0,0.0,0.0,26.617,9.319,135.636,231.022,-999.0,7945,
2020-11-01 12:00:00,-19.16,-19.09,18.133,9.72,0.928,9.16,0.0,0.0,0.0,23.913,9.046,117.769,227.821,-999.0,7945,
2020-11-02 12:00:00,-23.23,-23.12,80.203,9.11,0.942,10.48,0.0,0.0,0.0,49.515,12.512,153.955,228.495,378.7,7945,
2020-11-03 12:00:00,-26.29,-26.21,42.265,9.39,0.72,227.2,0.0,0.0,0.0,19.932,6.204,104.628,204.806,375.92,7945,
2020-11-04 12:00:00,-26.16,-26.09,18.506,7.997,0.785,11.95,0.0,0.0,0.0,22.304,8.218,96.822,202.93,372.26,7945,
2020-11-05 12:00:00,-26.17,-26.1,21.519,14.05,1.184,56.6,0.0,0.0,0.0,21.062,7.858,100.801,202.803,373.85,7945,
2020-11-06 12:00:00,-24.35,-24.28,23.885,8.33,1.213,149.8,0.0,0.0,0.0,18.239,7.288,104.359,208.823,376.86,7945,
2020-11-07 12:00:00,-22.56,-22.5,16.751,14.99,1.11,359.0,0.0,0.0,0.0,16.671,6.89,108.075,213.958,378.4,7945,
2020-11-08 12:00:00,-24.42,-24.34,20.696,5.775,0.363,312.6,0.0,0.0,0.0,15.236,6.759,104.201,210.898,379.52,7945,
2020-11-09 12:00:00,-25.23,-25.12,25.292,3.499,0.213,332.8,0.0,0.0,0.0,14.097,6.687,101.777,212.366,377.89,7945,
2020-11-10 12:00:00,-25.86,-25.75,27.241,3.499,0.313,332.0,0.0,0.0,0.0,13.264,6.396,102.205,210.35,377.48,7945,
2020-11-11 12:00:00,-25.69,-25.58,37.282,7.886,0.632,359.3,0.0,0.0,0.0,13.296,6.102,108.522,209.505,378.0,7945,
2020-11-12 12:00:00,-24.86,-24.8,30.085,7.053,0.85,334.8,0.0,0.0,0.0,12.249,5.699,103.759,207.802,378.86,7945,
2020-11-13 12:00:00,-24.54,-24.46,19.844,8.89,0.983,37.69,0.0,0.0,0.0,12.184,5.814,101.338,207.098,377.49,7945,
2020-11-14 12:00:00,-24.03,-23.96,29.913,6.775,1.091,38.84,0.0,0.0,0.0,11.348,5.595,107.07,209.366,378.51,7945,
2020-11-15 12:00:00,-25.39,-25.31,37.178,17.88,1.119,106.5,0.0,0.0,0.0,11.713,5.208,112.008,207.354,377.82,7945,
2020-11-16 12:00:00,-26.55,-26.48,100.0,6.72,0.534,18.38,0.0,0.0,0.0,4.632,1.183,208.6,210.065,373.02,7945,
2020-11-17 12:00:00,-22.5,-22.45,20.042,7.775,0.687,351.5,0.0,0.0,0.0,10.714,5.257,104.725,210.02,371.48,7945,
2020-11-18 12:00:00,-26.32,-26.23,26.727,9.05,1.293,336.3,0.0,0.0,0.0,11.316,5.181,99.439,198.865,371.1,7945,
