,T_HMP,WDIR,WS_MAX,SW_IN_AVG,SW_OUT_AVG,LW_IN_AVG,LW_OUT_AVG,PRESS,height,RH,oxypercent
4078,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4079,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4080,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4081,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4082,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4083,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4084,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4085,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4086,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4087,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4088,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4089,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4090,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4091,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4092,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4093,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4094,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4095,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4096,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4097,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4098,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4099,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4100,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4101,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4102,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4103,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4104,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4105,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4106,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4107,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4108,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4109,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4110,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4111,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4112,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4113,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4114,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4115,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4116,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4117,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4118,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4119,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4120,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4121,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4122,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4123,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4124,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4125,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4126,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4127,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4128,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4129,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4130,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4131,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4132,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4133,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4134,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4135,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4136,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4137,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4138,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4139,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4140,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4141,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4142,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4143,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4144,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4145,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4146,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4147,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4148,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4149,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4150,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4151,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4152,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4153,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4154,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4155,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4156,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4157,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4158,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4159,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4160,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4161,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4162,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4163,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4164,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4165,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4166,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4167,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4168,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4169,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4170,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4171,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4172,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4173,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4174,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4175,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4176,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4177,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4178,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4179,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4180,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4181,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4182,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4183,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4184,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4185,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4186,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4187,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4188,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4189,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4190,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4191,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4192,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4193,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4194,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4195,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4196,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4197,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4198,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4199,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4200,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4201,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4202,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4203,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4204,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4205,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4206,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4207,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4208,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4209,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4210,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4211,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4212,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4213,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4214,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4215,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4216,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4217,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4218,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4219,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4220,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4221,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4222,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4223,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4224,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4225,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4226,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4227,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4228,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4229,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4230,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4231,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4232,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4233,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4234,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
4235,-6.702752475247525,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,508.63291949011193,7945,73.85463814238567,29.79568693906422
