,T_HMP,WDIR,WS_MAX,SW_IN_AVG,SW_OUT_AVG,LW_IN_AVG,LW_OUT_AVG,PRESS,height,RH,oxypercent
1095,6.493,114.4,5.887,73.95,12.767,310.912,360.354,644.371,3810,82.6,51.65950271729011
1096,6.342,131.9,4.665,81.65,14.333,296.596,363.22,645.518,3810,80.0,51.65950271729011
1097,5.825,134.7,2.721,77.667,13.267,272.682,353.072,645.817,3810,62.41,51.65950271729011
1098,4.936,123.0,3.332,17.283,2.383,328.08,345.379,646.208,3810,83.0,51.65950271729011
1099,7.49,95.4,2.555,56.5,9.483,308.797,364.944,647.205,3810,80.8,51.65950271729011
1100,5.711,128.6,3.665,84.55,14.117,284.35,355.038,645.716,3810,75.31,51.65950271729011
1101,3.673,107.4,3.998,50.033,7.383,326.023,346.977,644.412,3810,95.7,51.65950271729011
1102,4.477,15.02,2.055,69.983,8.983,305.445,345.113,644.161,3810,85.8,51.65950271729011
1103,4.167,133.3,3.832,44.317,6.7,319.139,348.917,644.109,3810,93.2,51.65950271729011
1104,6.056,122.7,2.332,79.983,13.233,326.656,368.258,645.032,3810,95.5,51.65950271729012
1105,5.485,135.1,3.332,47.867,7.767,325.536,354.939,646.723,3810,73.88,51.65950271729011
1106,5.068,130.2,3.332,36.833,5.567,336.386,360.518,645.374,3810,96.1,51.65950271729012
1107,5.55,120.1,2.221,93.3,15.35,328.774,365.316,645.499,3810,96.0,51.65950271729011
1108,4.357,123.9,3.388,39.05,5.55,335.094,351.18,645.928,3810,94.0,51.65950271729011
1109,6.985,121.4,2.277,109.167,18.55,316.462,374.931,645.521,3810,76.7,51.65950271729011
1110,6.651,119.3,3.499,45.583,7.067,334.004,366.089,646.249,3810,83.3,51.65950271729011
1111,6.426,136.4,1.111,48.933,7.467,339.837,364.109,645.79,3810,93.3,51.65950271729012
1112,7.094,116.9,2.332,55.233,8.3,339.41,369.945,645.287,3810,91.3,51.65950271729011
1113,6.928,120.5,2.332,30.867,3.967,343.895,362.545,644.681,3810,95.5,51.65950271729011
1114,8.87,123.8,2.332,70.7,10.533,332.154,375.333,642.277,3810,93.9,51.65950271729011
1115,8.15,119.5,2.388,40.067,5.567,350.79,370.832,644.388,3810,94.9,51.65950271729011
1116,8.56,131.0,2.555,53.0,7.683,352.729,374.731,645.961,3810,96.8,51.65950271729011
1117,7.998,120.2,3.388,46.317,6.6,343.868,372.583,644.553,3810,96.1,51.65950271729012
1118,8.74,130.3,5.498,71.717,11.0,306.198,373.311,643.989,3810,82.2,51.65950271729012
1119,6.92,119.0,4.387,78.35,12.3,302.751,366.423,645.019,3810,83.6,51.65950271729011
1120,7.523,127.3,2.943,77.667,12.083,308.761,375.58,643.353,3810,90.9,51.65950271729011
1121,7.388,131.4,3.332,87.517,13.283,314.084,365.256,643.009,3810,90.9,51.65950271729011
1122,7.119,129.9,2.888,49.217,6.633,311.92,365.156,640.596,3810,91.4,51.65950271729011
1123,4.052,129.2,2.777,37.183,5.35,324.114,346.169,640.689,3810,87.4,51.65950271729011
1124,4.056,129.4,2.61,97.933,15.817,330.117,356.674,643.167,3810,86.2,51.65950271729011
1125,6.319,108.7,2.777,110.683,17.5,330.079,369.965,645.838,3810,84.2,51.6595027172901
1126,3.376,58.09,1.777,33.15,3.617,331.386,345.711,645.028,3810,92.7,51.65950271729011
1127,5.079,121.6,4.332,120.383,19.367,311.046,363.917,643.594,3810,90.3,51.65950271729011
1128,5.592,121.4,1.777,84.05,12.983,343.496,361.886,642.479,3810,93.8,51.65950271729011
1129,6.843,129.7,1.111,29.3,3.917,347.146,367.771,642.904,3810,98.7,51.65950271729012
1130,7.697,125.4,2.499,31.733,4.267,350.804,370.976,644.288,3810,98.5,51.65950271729011
1131,7.748,137.2,2.555,26.533,3.1,354.802,363.61,644.37,3810,99.8,51.65950271729011
1132,7.007,107.8,2.11,36.367,4.767,351.736,363.109,644.397,3810,99.9,51.65950271729011
1133,8.55,133.0,4.276,74.517,11.05,352.806,380.601,644.952,3810,97.7,51.65950271729012
1134,8.53,126.0,2.555,47.417,6.733,354.687,377.416,644.743,3810,99.0,51.65950271729012
1135,9.76,128.5,3.832,106.717,16.417,338.993,390.084,644.617,3810,95.0,51.65950271729012
1136,8.66,115.3,2.055,37.117,4.95,351.189,372.893,645.322,3810,97.2,51.65950271729011
1137,9.05,130.7,1.999,28.733,3.65,358.332,377.816,645.271,3810,99.2,51.65950271729011
1138,9.24,133.4,3.554,21.583,2.5,359.615,376.188,645.053,3810,99.6,51.65950271729011
1139,9.91,125.7,2.388,94.1,13.65,359.628,385.06,644.884,3810,97.8,51.65950271729011
1140,8.96,106.4,4.054,34.783,3.117,359.724,368.711,644.105,3810,100.0,51.65950271729011
1141,9.19,129.9,3.276,43.85,5.083,362.391,374.052,643.791,3810,99.8,51.65950271729012
1142,9.26,126.9,1.777,40.983,5.083,359.648,376.938,643.29,3810,100.0,51.65950271729011
1143,9.81,132.2,3.276,90.483,13.35,349.241,387.751,644.73,3810,98.9,51.65950271729012
1144,8.86,113.1,2.332,99.45,12.9,323.758,372.845,645.541,3810,86.9,51.65950271729012
1145,9.83,134.9,1.999,50.7,6.867,355.743,385.81,645.1,3810,97.6,51.65950271729011
1146,9.66,137.3,1.833,30.9,3.95,361.997,377.296,644.235,3810,100.0,51.65950271729011
1147,9.01,105.8,2.832,29.033,2.85,361.627,367.999,644.337,3810,100.0,51.65950271729011
1148,9.03,114.1,1.944,79.583,10.6,345.598,376.97,643.971,3810,93.5,51.65950271729011
1149,8.91,132.8,3.054,46.9,5.883,353.251,373.094,643.714,3810,99.1,51.65950271729011
1150,8.76,135.3,2.443,67.467,9.583,356.611,376.769,643.543,3810,99.9,51.65950271729012
1151,9.29,126.1,2.332,90.0,12.7,354.558,382.06,643.345,3810,98.6,51.65950271729011
1152,8.68,115.4,2.721,87.167,12.183,348.645,379.697,642.623,3810,96.6,51.65950271729012
1153,9.18,133.5,2.055,97.0,13.217,347.096,382.962,644.052,3810,97.3,51.65950271729011
1154,10.65,107.0,3.776,173.783,25.35,353.883,387.531,647.093,3810,89.7,51.65950271729011
1155,10.72,125.0,2.166,66.8,9.067,363.008,392.642,646.435,3810,97.9,51.65950271729011
1156,10.37,133.3,4.109,59.717,7.717,368.186,385.291,645.396,3810,100.0,51.65950271729012
1157,10.34,125.7,2.277,57.933,7.5,358.49,388.18,645.345,3810,96.6,51.65950271729011
1158,10.28,115.8,2.888,98.067,13.5,358.495,386.311,646.931,3810,97.5,51.65950271729011
1159,9.94,131.5,2.999,46.583,5.483,364.008,382.211,646.409,3810,100.0,51.65950271729011
1160,10.23,120.4,1.888,23.633,2.2,367.56,378.125,644.861,3810,100.0,51.65950271729011
1161,8.9,116.2,4.609,71.133,7.367,359.193,371.146,645.034,3810,99.3,51.65950271729011
1162,10.66,128.9,2.221,77.3,9.7,357.613,389.365,644.904,3810,97.0,51.65950271729011
1163,10.74,69.85,1.499,36.45,4.733,350.187,387.842,644.433,3810,98.4,51.65950271729011
1164,9.98,134.0,1.111,52.8,6.75,352.869,380.847,645.03,3810,97.2,51.65950271729011
1165,10.2,131.7,2.055,100.217,13.567,370.402,384.13,645.367,3810,99.9,51.65950271729011
1166,11.65,123.9,2.388,53.017,7.133,363.367,394.427,645.262,3810,99.2,51.65950271729011
1167,11.42,130.6,5.276,58.717,8.317,367.73,391.953,646.5,3810,96.4,51.65950271729011
1168,11.38,132.2,4.942,100.85,15.55,357.406,391.772,648.639,3810,84.6,51.65950271729011
1169,11.31,121.1,4.165,84.967,12.683,361.911,392.196,648.148,3810,93.3,51.65950271729012
1170,10.47,126.0,3.832,56.833,8.1,366.846,380.253,646.139,3810,99.6,51.65950271729011
1171,10.48,120.7,2.666,105.333,15.733,353.278,389.074,644.885,3810,96.0,51.65950271729011
1172,10.12,112.9,1.944,118.933,16.967,370.237,384.356,645.834,3810,97.4,51.65950271729011
1173,10.35,114.2,2.999,71.783,10.65,366.242,382.905,646.247,3810,99.2,51.65950271729011
1174,10.64,130.6,2.166,49.533,6.483,371.761,383.614,645.223,3810,99.0,51.65950271729011
1175,10.28,130.8,4.443,90.867,12.35,366.704,377.2,644.7,3810,95.2,51.65950271729011
1176,10.2,123.6,3.554,93.617,13.633,368.922,380.367,645.584,3810,94.9,51.65950271729011
1177,10.24,103.5,4.165,111.567,16.967,359.819,381.33,647.128,3810,94.5,51.65950271729011
1178,11.89,121.1,3.832,225.367,36.983,349.706,397.908,647.538,3810,95.3,51.65950271729011
1179,11.31,127.0,3.443,94.567,14.65,357.575,391.179,648.253,3810,98.1,51.65950271729011
1180,10.61,133.9,1.499,33.267,4.333,368.544,380.62,646.705,3810,99.6,51.65950271729012
1181,10.05,98.1,2.888,11.867,1.333,365.753,374.656,645.633,3810,100.0,51.65950271729011
1182,9.98,110.5,3.276,65.333,9.3,365.604,376.113,645.507,3810,96.4,51.65950271729011
1183,10.53,125.1,1.722,98.683,14.933,372.409,382.046,646.91,3810,99.1,51.65950271729011
1184,10.32,133.0,2.943,64.617,9.417,363.742,380.433,647.426,3810,99.6,51.65950271729011
1185,9.63,136.8,3.276,87.883,13.683,344.54,376.539,646.982,3810,98.9,51.65950271729011
1186,9.29,133.6,2.277,58.233,8.617,361.268,372.764,647.525,3810,100.0,51.6595027172901
1187,9.81,130.0,1.333,88.217,13.467,356.651,378.031,648.361,3810,98.8,51.6595027172901
1188,9.87,132.6,2.777,55.833,8.067,361.893,378.592,648.104,3810,99.7,51.65950271729011
1189,10.03,125.1,2.055,100.85,15.65,332.197,380.878,647.975,3810,96.5,51.65950271729011
1190,9.63,128.5,2.666,77.667,12.15,358.165,375.921,648.101,3810,99.8,51.65950271729011
1191,8.96,124.8,2.388,34.7,5.233,358.648,370.474,647.306,3810,100.0,51.65950271729011
1192,9.66,132.7,2.999,45.283,6.517,362.688,372.707,645.669,3810,100.0,51.65950271729011
1193,9.91,136.3,3.721,54.467,8.017,364.066,372.73,644.117,3810,100.0,51.65950271729011
1194,-2.56,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,537.14,5315,79.036,44.9427621283896
1195,-4.24,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.65,5315,99.947,44.94276212838961
1196,-1.426,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.01,5315,25.144,44.94276212838961
1197,-0.676,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.03,5315,11.595,44.94276212838961
1198,-3.602,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.26,5315,68.891,44.94276212838961
1199,-2.278,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.16,5315,31.323,44.94276212838961
1200,-5.773,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.79,5315,97.992,44.9427621283896
1201,-4.177,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.17,5315,24.903,44.9427621283896
1202,-2.68,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.34,5315,47.559,44.94276212838961
1203,-2.091,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.96,5315,36.623,44.94276212838961
1204,-1.75,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.74,5315,56.446,44.94276212838961
1205,-3.577,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.24,5315,77.706,44.94276212838961
1206,-4.002,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.97,5315,41.361,44.9427621283896
1207,-3.603,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.9,5315,19.47,44.94276212838961
1208,-5.225,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.52,5315,95.562,44.9427621283896
1209,-6.2,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.36,5315,96.712,44.94276212838961
1210,-6.795,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.51,5315,93.551,44.94276212838961
1211,-5.042,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.19,5315,96.229,44.9427621283896
1212,-2.471,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.31,5315,33.748,44.9427621283896
1213,-4.057,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.22,5315,45.524,44.9427621283896
1214,-5.36,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.75,5315,100.0,44.94276212838961
1215,-5.849,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.4,5315,97.749,44.9427621283896
1216,-5.343,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.03,5315,96.939,44.94276212838961
1217,-1.636,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.83,5315,26.028,44.94276212838961
1218,-0.1,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,536.26,5315,8.919,44.94276212838961
1219,0.204,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,538.48,5315,26.92,44.94276212838961
1220,-2.592,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,537.81,5315,38.802,44.94276212838961
1221,-1.208,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,536.42,5315,23.097,44.9427621283896
1222,-1.592,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,536.3,5315,29.348,44.9427621283896
1223,-2.76,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.86,5315,29.447,44.94276212838961
1224,-2.641,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.35,5315,13.378,44.9427621283896
1225,-3.946,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.27,5315,25.138,44.94276212838961
1226,-2.217,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.34,5315,11.463,44.94276212838961
1227,-2.727,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.66,5315,27.487,44.94276212838961
1228,0.014,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.79,5315,20.38,44.94276212838961
1229,-0.606,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.12,5315,22.37,44.94276212838961
1230,-0.984,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.38,5315,16.132,44.94276212838961
1231,-5.699,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.04,5315,31.48,44.9427621283896
1232,-6.052,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.16,5315,13.435,44.94276212838961
1233,-7.39,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,534.33,5315,31.58,44.94276212838961
1234,-8.22,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.28,5315,59.758,44.94276212838961
1235,-10.94,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.77,5315,95.939,44.94276212838961
1236,-9.76,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.94,5315,52.378,44.9427621283896
1237,-5.416,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.63,5315,7.506,44.9427621283896
1238,-7.481,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.03,5315,9.087,44.94276212838961
1239,-7.345,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.39,5315,5.341,44.94276212838961
1240,-5.202,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.92,5315,6.269,44.94276212838961
1241,-7.669,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,535.09,5315,43.481,44.94276212838961
1242,-5.876,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,533.78,5315,23.04,44.94276212838961
1243,-4.892,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.56,5315,11.014,44.94276212838961
1244,-6.036,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.58,5315,6.104,44.94276212838961
1245,-5.183,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.43,5315,24.659,44.94276212838961
1246,-4.759,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.25,5315,18.511,44.94276212838961
1247,-7.359,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.56,5315,28.0,44.9427621283896
1248,-8.67,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.48,5315,34.806,44.94276212838961
1249,-12.82,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.05,5315,98.646,44.94276212838961
1250,-12.75,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.31,5315,72.901,44.94276212838961
1251,-12.83,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.81,5315,39.417,44.9427621283896
1252,-10.51,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.84,5315,11.361,44.9427621283896
1253,-7.16,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.92,5315,9.583,44.94276212838961
1254,-5.796,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.66,5315,20.852,44.94276212838961
1255,-5.116,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.82,5315,28.953,44.94276212838961
1256,-3.856,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.9,5315,22.291,44.94276212838961
1257,-4.415,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.01,5315,10.116,44.94276212838961
1258,-6.622,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.29,5315,3.572,44.94276212838962
1259,-9.48,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.84,5315,6.984,44.9427621283896
1260,-8.92,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.94,5315,7.553,44.94276212838961
1261,-8.81,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.23,5315,6.026,44.94276212838961
1262,-12.97,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,524.02,5315,25.572,44.94276212838961
1263,-15.49,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,524.86,5315,26.574,44.9427621283896
1264,-12.25,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.22,5315,40.941,44.9427621283896
1265,-11.57,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.77,5315,46.444,44.94276212838961
1266,-11.75,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.52,5315,73.488,44.94276212838961
1267,-14.5,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.8,5315,46.818,44.94276212838961
1268,-15.35,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.97,5315,91.924,44.94276212838961
1269,-14.42,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.56,5315,100.0,44.9427621283896
1270,-14.99,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.14,5315,94.083,44.94276212838961
1271,-16.83,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,523.56,5315,100.0,44.94276212838961
1272,-13.34,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,522.98,5315,24.792,44.9427621283896
1273,-6.263,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.38,5315,33.158,44.9427621283896
1274,-9.19,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.92,5315,34.51,44.94276212838961
1275,-13.62,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.15,5315,99.945,44.9427621283896
1276,-12.48,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.7,5315,21.302,44.94276212838961
1277,-11.93,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.31,5315,26.376,44.9427621283896
1278,-5.889,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.17,5315,14.334,44.94276212838961
1279,-4.959,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.97,5315,42.69,44.94276212838961
1280,-2.139,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.58,5315,10.423,44.94276212838961
1281,-5.579,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.02,5315,7.444,44.94276212838961
1282,-4.104,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,529.85,5315,5.733,44.94276212838961
1283,-9.27,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.87,5315,81.609,44.94276212838961
1284,-10.78,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.92,5315,71.289,44.94276212838961
1285,-12.07,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.75,5315,19.303,44.94276212838961
1286,-17.53,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,523.94,5315,100.0,44.94276212838961
1287,-13.13,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.5,5315,55.216,44.94276212838961
1288,-10.52,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.09,5315,30.756,44.94276212838961
1289,-9.54,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.49,5315,13.238,44.94276212838961
1290,-14.16,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,522.72,5315,58.524,44.94276212838961
1291,-14.3,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.14,5315,16.967,44.94276212838961
1292,-12.13,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.15,5315,56.647,44.9427621283896
1293,-13.03,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,522.52,5315,99.093,44.9427621283896
1294,-12.01,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,523.75,5315,72.256,44.94276212838961
1295,-5.458,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.09,5315,6.037,44.9427621283896
1296,-9.75,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.58,5315,13.465,44.94276212838961
1297,-12.6,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,523.43,5315,28.004,44.94276212838961
1298,-10.06,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.29,5315,26.11,44.94276212838961
1299,-13.61,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,524.75,5315,17.807,44.94276212838961
1300,-10.66,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.12,5315,14.282,44.94276212838961
1301,-9.61,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,526.72,5315,10.068,44.94276212838961
1302,-10.27,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.89,5315,7.557,44.94276212838961
1303,-7.6,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,523.93,5315,12.299,44.94276212838962
1304,-12.24,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,524.87,5315,24.788,44.94276212838961
1305,-13.33,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.99,5315,52.553,44.94276212838961
1306,-14.67,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,525.46,5315,35.624,44.94276212838961
1307,-10.08,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,527.6,5315,6.409,44.94276212838961
1308,-8.08,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,528.12,5315,37.11,44.94276212838961
1309,-3.575,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,530.5,5315,9.484,44.94276212838961
1310,0.231,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,532.02,5315,6.501,44.9427621283896
1311,2.113,194.46961593975524,5.8471722518008145,97.93929891125042,37.51148359824146,239.66591845493562,305.00474034971955,531.29,5315,8.23,44.9427621283896
