TIMESTAMP,T_HMP,T_109,RH,WS_MAX,WS_AVG,WDIR,WS_MAX_2,WS_AVG_2,WDIR_2,PRESS,height,oxypercent
2020-01-13 12:00:00,-999.0,-28.72,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,348.67,8430,
2020-01-14 12:00:00,-999.0,-31.85,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,344.72,8430,
2020-01-15 12:00:00,-999.0,-30.14,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,344.81,8430,
2020-01-16 12:00:00,-999.0,-30.3,-999.0,0.167,0.0,55.35,0.0,0.0,0.0,342.8,8430,
2020-01-17 12:00:00,-999.0,-34.41,-999.0,0.222,0.001,62.21,0.0,0.0,0.0,337.61,8430,
2020-01-18 12:00:00,-999.0,-37.34,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,340.09,8430,
2020-01-19 12:00:00,-999.0,-37.3,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,337.81,8430,
2020-01-20 12:00:00,-999.0,-37.85,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,339.3517,8430,
2020-01-21 12:00:00,-999.0,-37.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,341.2533,8430,
2020-01-22 12:00:00,-999.0,-34.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,341.95,8430,
2020-01-23 12:00:00,-999.0,-34.97,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,337.5767,8430,
2020-01-24 12:00:00,-999.0,-39.07,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,340.3117,8430,
2020-01-25 12:00:00,-999.0,-33.35,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,341.3466,8430,
2020-01-26 12:00:00,-999.0,-34.69,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,340.72,8430,
2020-01-27 12:00:00,-999.0,-33.02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,340.6083,8430,
2020-01-28 12:00:00,-999.0,-33.56,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,343.2533,8430,
2020-01-29 12:00:00,-999.0,-35.11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,341.694,8430,
2020-01-30 12:00:00,-999.0,-35.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,338.7917,8430,
2020-01-31 12:00:00,-999.0,-34.88,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,341.102,8430,
2020-02-01 12:00:00,-999.0,-39.18,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,337.7583,8430,
2020-02-02 12:00:00,-999.0,-34.04,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,341.6333,8430,
2020-02-03 12:00:00,-999.0,-35.33,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,342.2166,8430,
2020-02-04 12:00:00,-999.0,-38.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,340.2033,8430,
2020-02-05 12:00:00,-999.0,-34.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,341.2633,8430,
2020-02-06 12:00:00,-999.0,-37.18,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,339.595,8430,
2020-02-07 12:00:00,-999.0,-38.72,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,339.3567,8430,
2020-02-08 12:00:00,-999.0,-37.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,338.4183,8430,
2020-02-09 12:00:00,-999.0,-38.02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8430,
